id,location_name,location_area,location_state,location_art
6064,Gitter,Kreisfreie Stadt Salzgitter,Niedersachsen,de
6065,Groß Mahner,Kreisfreie Stadt Salzgitter,Niedersachsen,de
6066,Hallendorf,Kreisfreie Stadt Salzgitter,Niedersachsen,de
6067,Heerte,Kreisfreie Stadt Salzgitter,Niedersachsen,de
6068,Hohenrode,Kreisfreie Stadt Salzgitter,Niedersachsen,de
6069,Immendorf,Kreisfreie Stadt Salzgitter,Niedersachsen,de
6070,Lesse,Kreisfreie Stadt Salzgitter,Niedersachsen,de
6071,Lichtenberg,Kreisfreie Stadt Salzgitter,Niedersachsen,de
6072,Lobmachtersen,Kreisfreie Stadt Salzgitter,Niedersachsen,de
6073,Ohlendorf,Kreisfreie Stadt Salzgitter,Niedersachsen,de
6074,Osterlinde,Kreisfreie Stadt Salzgitter,Niedersachsen,de
6075,Reppner,Kreisfreie Stadt Salzgitter,Niedersachsen,de
6076,Ringelheim,Kreisfreie Stadt Salzgitter,Niedersachsen,de
6077,Salder,Kreisfreie Stadt Salzgitter,Niedersachsen,de
6078,Sauingen,Kreisfreie Stadt Salzgitter,Niedersachsen,de
6079,Thiede,Kreisfreie Stadt Salzgitter,Niedersachsen,de
6080,Üfingen,Kreisfreie Stadt Salzgitter,Niedersachsen,de
6081,Watenstedt,Kreisfreie Stadt Salzgitter,Niedersachsen,de
6082,Lebenstedt,Kreisfreie Stadt Salzgitter,Niedersachsen,de
6083,Wolfsburg,Kreisfreie Stadt Wolfsburg,Niedersachsen,de
6084,Bad Gandersheim,Landkreis Northeim,Niedersachsen,de
6085,Bodenfelde,Landkreis Northeim,Niedersachsen,de
6086,Dassel,Landkreis Northeim,Niedersachsen,de
6087,Einbeck,Landkreis Northeim,Niedersachsen,de
6088,Hardegsen,Landkreis Northeim,Niedersachsen,de
6089,Kalefeld,Landkreis Northeim,Niedersachsen,de
6090,Katlenburg-Lindau,Landkreis Northeim,Niedersachsen,de
6091,Kreiensen,Landkreis Northeim,Niedersachsen,de
6092,Moringen,Landkreis Northeim,Niedersachsen,de
6093,Nörten-Hardenberg,Landkreis Northeim,Niedersachsen,de
6094,Northeim,Landkreis Northeim,Niedersachsen,de
6095,Uslar,Landkreis Northeim,Niedersachsen,de
6096,Badenhausen,Landkreis Osterode am Harz,Niedersachsen,de
6097,Bad Grund (Harz),Landkreis Osterode am Harz,Niedersachsen,de
6098,Bad Lauterberg im Harz,Landkreis Osterode am Harz,Niedersachsen,de
6099,Bad Sachsa,Landkreis Osterode am Harz,Niedersachsen,de
6100,Eisdorf,Landkreis Osterode am Harz,Niedersachsen,de
6101,Elbingerode,Landkreis Osterode am Harz,Niedersachsen,de
6102,Gittelde,Landkreis Osterode am Harz,Niedersachsen,de
6103,Hattorf am Harz,Landkreis Osterode am Harz,Niedersachsen,de
6104,Herzberg am Harz,Landkreis Osterode am Harz,Niedersachsen,de
6105,Hörden,Landkreis Osterode am Harz,Niedersachsen,de
6106,Osterode am Harz,Landkreis Osterode am Harz,Niedersachsen,de
6107,Walkenried,Landkreis Osterode am Harz,Niedersachsen,de
6108,Wieda,Landkreis Osterode am Harz,Niedersachsen,de
6109,Windhausen,Landkreis Osterode am Harz,Niedersachsen,de
6110,Wulften,Landkreis Osterode am Harz,Niedersachsen,de
6111,Zorge,Landkreis Osterode am Harz,Niedersachsen,de
6112,Bergen (Dumme),Landkreis Lüchow-Dannenberg,Niedersachsen,de
6113,Clenze,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6114,Damnatz,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6115,Dannenberg (Elbe),Landkreis Lüchow-Dannenberg,Niedersachsen,de
6116,Gartow,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6117,Göhrde,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6118,Gorleben,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6119,Gusborn,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6120,Hitzacker,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6121,Höhbeck,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6122,Jameln,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6123,Karwitz,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6124,Küsten,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6125,Langendorf,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6126,Lemgow,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6127,Luckau,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6128,Lübbow,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6129,Lüchow,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6130,Neu Darchau,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6131,Prezelle,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6132,Schnackenburg,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6133,Schnega,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6134,Trebel,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6135,Waddeweitz,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6136,Woltersdorf,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6137,Wustrow,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6138,Zernien,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6139,Klein Wittfeitzen,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6140,Groß Wittfeitzen,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6141,Bahnhof Varbitz,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6142,Groß Sachau,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6143,Proitzer Mühle,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6144,Oldendorfer Mühle,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6145,Harper Mühle,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6146,Gielauer Mühle,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6147,Brüchauer Mühle,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6148,Klein Gaddau,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6149,Groß Gaddau,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6150,Zebelin,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6151,Wittfeitzen,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6152,Waddeweitz,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6153,Salderatzen,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6154,Gohlau,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6155,Dommatzen,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6156,Dickfeitzen,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6157,Diahren,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6158,Bischof,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6159,Schlanze,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6160,Sareitz,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6161,Marlin,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6162,Maddau,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6163,Kukate,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6164,Kröte,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6165,Kiefen,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6166,Hohenvolkfien,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6167,Winterweyhe,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6168,Warpke,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6169,Thune,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6170,Solkau,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6171,Schäpingen,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6172,Schnega,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6173,Proitze,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6174,Lütenthien,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6175,Leisten,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6176,Göhr,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6177,Gledeberg,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6178,Gielau,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6179,Billerbeck,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6180,Starrel,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6181,Schnega/Bahnhof,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6182,Oldendorf,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6183,Molden,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6184,Loitze,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6185,Külitz,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6186,Kreyenhagen,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6187,Harpe,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6188,Grotenhof,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6189,Schlannau,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6190,Reddereitz,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6191,Quartzau,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6192,Meußließen,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6193,Kassau,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6194,Gistenbeck,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6195,Clenze,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6196,Bussau,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6197,Braudel,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6198,Beseland,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6199,Vaddensen,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6200,Seelwig,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6201,Satkau,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6202,Prießeck,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6203,Mützen,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6204,Lefitz,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6205,Korvin,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6206,Kloster,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6207,Guhreitzen,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6208,Granstedt,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6209,Gohlefanz,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6210,Dalitz,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6211,Bösen,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6212,Bausen,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6213,Banzau,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6214,Wöhningen,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6215,Spithal,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6216,Nienbergen,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6217,Jiggel,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6218,Bergen,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6219,Belau,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6220,Malsleben,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6221,Dannenberg,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6222,Pisselberg,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6223,Landsatz,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6224,Jasebeck,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6225,Kamerun,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6226,Barnitz,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6227,Damnatz,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6228,Breese in der Marsch,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6229,Groß Heide,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6230,Klein Heide,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6231,Lüggau,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6232,Nebenstedt,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6233,Neu Tramm,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6234,Penkefitz,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6235,Prabstorf,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6236,Riskau,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6237,Schaafhausen,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6238,Schmarsau,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6239,Splietau,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6240,Streetz,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6241,Tramm,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6242,Tripkau,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6243,Seedorf,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6244,Seybruch,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6245,Soven,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6246,Riekau,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6247,Bückau,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6248,Dambeck,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6249,Gümse,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6250,Liepehöfen,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6251,Niestedt,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6252,Predöhlsau,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6253,Prisser,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6254,Falkenmoor,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6255,Gartow,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6256,Laasche,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6257,Nienwalde,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6258,Quarnstedt,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6259,Rondel,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6260,Rucksmoor,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6261,Bahrendorf,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6262,Bredenbock,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6263,Breese im Bruche,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6264,Breselenz,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6265,Breustian,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6266,Brünkendorf,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6267,Dragahn,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6268,Dübbekold,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6269,Eichengrund,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6270,Gamehlen,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6271,Göhrde,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6272,Gorleben,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6273,Govelin,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6274,Grabau,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6275,Groß Gusborn,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6276,Gut Hagen,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6277,Gut Meudelfitz,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6278,Harlingen,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6279,Hitzacker,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6280,Hoheluft,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6281,Jamelner Mühle,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6282,Jameln,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6283,Kähmen,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6284,Karmitz,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6285,Karwitz,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6286,Klein Gusborn,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6287,Klein Witzeetze,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6288,Kollase,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6289,Krummasel,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6290,Kussebode,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6291,Langenhorst,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6292,Lebbien,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6293,Leitstade,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6294,Lenzen,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6295,Mailage,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6296,Meetschow,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6297,Mehlfien,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6298,Metzingen,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6299,Meudelfitz,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6300,Nadlitz,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6301,Nausen,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6302,Nienwedel,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6303,Oldemühle,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6304,Pevestorf,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6305,Platenlaase,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6306,Plumbohm,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6307,Posade,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6308,Pudripp/Bahnhof,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6309,Pudripp,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6310,Pussade,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6311,Quickborn,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6312,Restorf,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6313,Saggrian,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6314,Sallahn,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6315,Sarchem,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6316,Sarenseck,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6317,Schmardau,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6318,Schmessau,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6319,Schnadlitz,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6320,Schwedenschanze,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6321,Seerau,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6322,Sipnitz,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6323,Siemen,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6324,Teichlosen,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6325,Thunpadel,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6326,Tiesmesland,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6327,Tießau,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6328,Tollendorf,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6329,Tolstefanz,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6330,Tüschau,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6331,Vietze,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6332,Volkfien,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6333,Wedderin,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6334,Wibbese,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6335,Wussegel,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6336,Zadrau,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6337,Zienitz,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6338,Wietzetze bei Hitzacker,Landkreis Lüchow-Dannenberg,Niedersachsen,de
6339,Edemissen,Landkreis Peine,Niedersachsen,de
6340,Hohenhameln,Landkreis Peine,Niedersachsen,de
6341,Ilsede,Landkreis Peine,Niedersachsen,de
6342,Lahstedt,Landkreis Peine,Niedersachsen,de
6343,Lengede,Landkreis Peine,Niedersachsen,de
6344,Peine,Landkreis Peine,Niedersachsen,de
6345,Vechelde,Landkreis Peine,Niedersachsen,de
6346,Wendeburg,Landkreis Peine,Niedersachsen,de
6347,Adendorf,Landkreis Lüneburg,Niedersachsen,de
6348,Amelinghausen,Landkreis Lüneburg,Niedersachsen,de
6349,Amt Neuhaus,Landkreis Lüneburg,Niedersachsen,de
6350,Artlenburg,Landkreis Lüneburg,Niedersachsen,de
6351,Bardowick,Landkreis Lüneburg,Niedersachsen,de
6352,Barendorf,Landkreis Lüneburg,Niedersachsen,de
6353,Barnstedt,Landkreis Lüneburg,Niedersachsen,de
6354,Barum,Landkreis Lüneburg,Niedersachsen,de
6355,Betzendorf,Landkreis Lüneburg,Niedersachsen,de
6356,Bleckede,Landkreis Lüneburg,Niedersachsen,de
6357,Boitze,Landkreis Lüneburg,Niedersachsen,de
6358,Brietlingen,Landkreis Lüneburg,Niedersachsen,de
6359,Dachtmissen,Landkreis Lüneburg,Niedersachsen,de
6360,Dahlem,Landkreis Lüneburg,Niedersachsen,de
6361,Dahlenburg,Landkreis Lüneburg,Niedersachsen,de
6362,Deutsch Evern,Landkreis Lüneburg,Niedersachsen,de
6363,Echem,Landkreis Lüneburg,Niedersachsen,de
6364,Embsen,Landkreis Lüneburg,Niedersachsen,de
6365,Handorf,Landkreis Lüneburg,Niedersachsen,de
6366,Heiligenthal,Landkreis Lüneburg,Niedersachsen,de
6367,Hittbergen,Landkreis Lüneburg,Niedersachsen,de
6368,Hohnstorf (Elbe),Landkreis Lüneburg,Niedersachsen,de
6369,Kirchgellersen,Landkreis Lüneburg,Niedersachsen,de
6370,Lüdersburg,Landkreis Lüneburg,Niedersachsen,de
6371,Lüneburg,Landkreis Lüneburg,Niedersachsen,de
6372,Mechtersen,Landkreis Lüneburg,Niedersachsen,de
6373,Melbeck,Landkreis Lüneburg,Niedersachsen,de
6374,Nahrendorf,Landkreis Lüneburg,Niedersachsen,de
6375,Neetze,Landkreis Lüneburg,Niedersachsen,de
6376,Oldendorf (Luhe),Landkreis Lüneburg,Niedersachsen,de
6377,Radbruch,Landkreis Lüneburg,Niedersachsen,de
6378,Rehlingen,Landkreis Lüneburg,Niedersachsen,de
6379,Reinstorf,Landkreis Lüneburg,Niedersachsen,de
6380,Reppenstedt,Landkreis Lüneburg,Niedersachsen,de
6381,Rullstorf,Landkreis Lüneburg,Niedersachsen,de
6382,Scharnebeck,Landkreis Lüneburg,Niedersachsen,de
6383,Soderstorf,Landkreis Lüneburg,Niedersachsen,de
6384,Südergellersen,Landkreis Lüneburg,Niedersachsen,de
6385,Thomasburg,Landkreis Lüneburg,Niedersachsen,de
6386,Tosterglope,Landkreis Lüneburg,Niedersachsen,de
6387,Vastorf,Landkreis Lüneburg,Niedersachsen,de
6388,Vögelsen,Landkreis Lüneburg,Niedersachsen,de
6389,Wendisch Evern,Landkreis Lüneburg,Niedersachsen,de
6390,Westergellersen,Landkreis Lüneburg,Niedersachsen,de
6391,Wittorf,Landkreis Lüneburg,Niedersachsen,de
6392,Achim,Landkreis Wolfenbüttel,Niedersachsen,de
6393,Baddeckenstedt,Landkreis Wolfenbüttel,Niedersachsen,de
6394,Börßum,Landkreis Wolfenbüttel,Niedersachsen,de
6395,Burgdorf,Landkreis Wolfenbüttel,Niedersachsen,de
6396,Cramme,Landkreis Wolfenbüttel,Niedersachsen,de
6397,Cremlingen,Landkreis Wolfenbüttel,Niedersachsen,de
6398,Dahlum,Landkreis Wolfenbüttel,Niedersachsen,de
6399,Denkte,Landkreis Wolfenbüttel,Niedersachsen,de
6400,Dettum,Landkreis Wolfenbüttel,Niedersachsen,de
6401,Dorstadt,Landkreis Wolfenbüttel,Niedersachsen,de
6402,Elbe,Landkreis Wolfenbüttel,Niedersachsen,de
6403,Erkerode,Landkreis Wolfenbüttel,Niedersachsen,de
6404,Evessen,Landkreis Wolfenbüttel,Niedersachsen,de
6405,Flöthe,Landkreis Wolfenbüttel,Niedersachsen,de
6406,Gielde,Landkreis Wolfenbüttel,Niedersachsen,de
6407,Haverlah,Landkreis Wolfenbüttel,Niedersachsen,de
6408,Hedeper,Landkreis Wolfenbüttel,Niedersachsen,de
6409,Heere,Landkreis Wolfenbüttel,Niedersachsen,de
6410,Heiningen,Landkreis Wolfenbüttel,Niedersachsen,de
6411,Hornburg,Landkreis Wolfenbüttel,Niedersachsen,de
6412,Kissenbrück,Landkreis Wolfenbüttel,Niedersachsen,de
6413,Kneitlingen,Landkreis Wolfenbüttel,Niedersachsen,de
6414,Ohrum,Landkreis Wolfenbüttel,Niedersachsen,de
6415,Remlingen,Landkreis Wolfenbüttel,Niedersachsen,de
6416,Roklum,Landkreis Wolfenbüttel,Niedersachsen,de
6417,Schladen,Landkreis Wolfenbüttel,Niedersachsen,de
6418,Schöppenstedt,Landkreis Wolfenbüttel,Niedersachsen,de
6419,Sehlde,Landkreis Wolfenbüttel,Niedersachsen,de
6420,Semmenstedt,Landkreis Wolfenbüttel,Niedersachsen,de
6421,Sickte,Landkreis Wolfenbüttel,Niedersachsen,de
6422,Uehrde,Landkreis Wolfenbüttel,Niedersachsen,de
6423,Vahlberg,Landkreis Wolfenbüttel,Niedersachsen,de
6424,Veltheim,Landkreis Wolfenbüttel,Niedersachsen,de
6425,Werlaburgdorf,Landkreis Wolfenbüttel,Niedersachsen,de
6426,Winnigstedt,Landkreis Wolfenbüttel,Niedersachsen,de
6427,Wittmar,Landkreis Wolfenbüttel,Niedersachsen,de
6428,Wolfenbüttel,Landkreis Wolfenbüttel,Niedersachsen,de
6429,Axstedt,Landkreis Osterholz,Niedersachsen,de
6430,Grasberg,Landkreis Osterholz,Niedersachsen,de
6431,Hambergen,Landkreis Osterholz,Niedersachsen,de
6432,Holste,Landkreis Osterholz,Niedersachsen,de
6433,Lilienthal,Landkreis Osterholz,Niedersachsen,de
6434,Lübberstedt,Landkreis Osterholz,Niedersachsen,de
6435,Osterholz-Scharmbeck,Landkreis Osterholz,Niedersachsen,de
6436,Ritterhude,Landkreis Osterholz,Niedersachsen,de
6437,Schwanewede,Landkreis Osterholz,Niedersachsen,de
6438,Vollersode,Landkreis Osterholz,Niedersachsen,de
6439,Worpswede,Landkreis Osterholz,Niedersachsen,de
6440,Affinghausen,Landkreis Diepholz,Niedersachsen,de
6441,Asendorf,Landkreis Diepholz,Niedersachsen,de
6442,Bahrenborstel,Landkreis Diepholz,Niedersachsen,de
6443,Barenburg,Landkreis Diepholz,Niedersachsen,de
6444,Barnstorf,Landkreis Diepholz,Niedersachsen,de
6445,Barver,Landkreis Diepholz,Niedersachsen,de
6446,Bassum,Landkreis Diepholz,Niedersachsen,de
6447,Borstel,Landkreis Diepholz,Niedersachsen,de
6448,Brockum,Landkreis Diepholz,Niedersachsen,de
6449,Bruchhausen-Vilsen,Landkreis Diepholz,Niedersachsen,de
6450,Dickel,Landkreis Diepholz,Niedersachsen,de
6451,Diepholz,Landkreis Diepholz,Niedersachsen,de
6452,Drebber,Landkreis Diepholz,Niedersachsen,de
6453,Drentwede,Landkreis Diepholz,Niedersachsen,de
6454,Ehrenburg,Landkreis Diepholz,Niedersachsen,de
6455,Engeln,Landkreis Diepholz,Niedersachsen,de
